status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,_range_flag,age_group,credit_amount_per_duration,credit_per_person
no checking account,36,existing credits paid back duly till now,radio/television,3349,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,car or other,28,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,True,"(18, 30]",93.02777777777777,3349.0
... >= 200 DM / salary for at least 1 year,10,existing credits paid back duly till now,radio/television,1275,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,2,building society savings agreement/life insurance,23,none,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",127.5,1275.0
... < 100 DM,24,all credits at this bank paid back duly,radio/television,2828,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,22,stores,own,1,skilled employee/official,1,yes,yes,1,False,"(18, 30]",117.83333333333333,2828.0
no checking account,24,critical account/other credits existing,others,4526,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,74,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(60, 100]",188.58333333333334,4526.0
0 <= ... < 200 DM,36,existing credits paid back duly till now,domestic appliances,2671,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,co-applicant,4,unknown/no property,50,none,for free,1,skilled employee/official,1,no,yes,0,True,"(40, 50]",74.19444444444444,2671.0
no checking account,18,existing credits paid back duly till now,domestic appliances,2051,... < 100 DM,... < 1 year,4,male : single,none,1,real estate,33,none,own,1,skilled employee/official,1,no,yes,1,False,"(30, 40]",113.94444444444444,2051.0
no checking account,15,existing credits paid back duly till now,car (used),1300,unknown/no savings account,... >= 7 years,4,male : single,none,4,unknown/no property,45,bank,for free,1,skilled employee/official,2,no,yes,1,False,"(40, 50]",86.66666666666667,650.0
... < 100 DM,12,existing credits paid back duly till now,repairs,741,100 <= ... < 500 DM,unemployed,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,22,none,own,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",61.75,741.0
... >= 200 DM / salary for at least 1 year,10,existing credits paid back duly till now,car (new),1240,100 <= ... < 500 DM,... >= 7 years,1,female : divorced/separated/married,none,4,unknown/no property,48,none,for free,1,unskilled - resident,2,no,yes,0,True,"(40, 50]",124.0,620.0
... < 100 DM,21,existing credits paid back duly till now,domestic appliances,3357,... >= 1000 DM,... < 1 year,4,female : divorced/separated/married,none,2,car or other,29,bank,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",159.85714285714286,3357.0
... < 100 DM,24,all credits at this bank paid back duly,car (used),3632,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,guarantor,4,car or other,22,bank,rent,1,skilled employee/official,1,no,no,1,False,"(18, 30]",151.33333333333334,3632.0
no checking account,18,delay in paying off in the past,radio/television,1808,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,1,real estate,22,none,own,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",100.44444444444444,1808.0
0 <= ... < 200 DM,48,no credits taken/all credits paid back duly,others,12204,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,2,car or other,48,bank,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(40, 50]",254.25,12204.0
0 <= ... < 200 DM,60,delay in paying off in the past,domestic appliances,9157,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,2,unknown/no property,27,none,for free,1,management/self-employed/highly qualified employee/officer,1,no,yes,1,False,"(18, 30]",152.61666666666667,9157.0
... < 100 DM,6,critical account/other credits existing,car (new),3676,... < 100 DM,1 <= ... < 4 years,1,male : single,none,3,real estate,37,none,rent,3,skilled employee/official,2,no,yes,1,False,"(30, 40]",612.6666666666666,1838.0
0 <= ... < 200 DM,30,existing credits paid back duly till now,radio/television,3441,100 <= ... < 500 DM,1 <= ... < 4 years,2,female : divorced/separated/married,co-applicant,4,car or other,21,none,rent,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",114.7,3441.0
no checking account,12,existing credits paid back duly till now,car (new),640,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,49,none,own,1,unskilled - resident,1,no,yes,1,False,"(40, 50]",53.333333333333336,640.0
0 <= ... < 200 DM,21,critical account/other credits existing,others,3652,... < 100 DM,4 <= ... < 7 years,2,male : single,none,3,building society savings agreement/life insurance,27,none,own,2,skilled employee/official,1,no,yes,1,False,"(18, 30]",173.9047619047619,3652.0
no checking account,18,critical account/other credits existing,car (new),1530,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,building society savings agreement/life insurance,32,bank,own,2,skilled employee/official,1,no,yes,0,True,"(30, 40]",85.0,1530.0
no checking account,48,existing credits paid back duly till now,others,3914,unknown/no savings account,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,38,bank,own,1,skilled employee/official,1,no,yes,0,True,"(30, 40]",81.54166666666667,3914.0
... < 100 DM,12,existing credits paid back duly till now,radio/television,1858,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,car or other,22,none,rent,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",154.83333333333334,1858.0
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,2600,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,65,none,for free,2,skilled employee/official,1,no,yes,0,True,"(60, 100]",144.44444444444446,2600.0
no checking account,15,existing credits paid back duly till now,domestic appliances,1979,unknown/no savings account,... >= 7 years,4,male : single,none,2,car or other,35,none,own,1,skilled employee/official,1,no,yes,1,False,"(30, 40]",131.93333333333334,1979.0
... >= 200 DM / salary for at least 1 year,6,existing credits paid back duly till now,radio/television,2116,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,41,none,own,1,skilled employee/official,1,yes,yes,1,False,"(40, 50]",352.6666666666667,2116.0
0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (new),1437,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,3,unknown/no property,29,none,own,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",159.66666666666666,1437.0
no checking account,42,critical account/other credits existing,radio/television,4042,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,36,none,own,2,skilled employee/official,1,yes,yes,1,False,"(30, 40]",96.23809523809524,4042.0
no checking account,9,existing credits paid back duly till now,retraining,3832,unknown/no savings account,... >= 7 years,1,male : single,none,4,real estate,64,none,own,1,unskilled - resident,1,no,yes,1,False,"(60, 100]",425.77777777777777,3832.0
... < 100 DM,24,existing credits paid back duly till now,domestic appliances,3660,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,28,none,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",152.5,3660.0
... < 100 DM,18,all credits at this bank paid back duly,radio/television,1553,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,car or other,44,bank,own,1,skilled employee/official,1,no,yes,0,True,"(40, 50]",86.27777777777777,1553.0
0 <= ... < 200 DM,15,existing credits paid back duly till now,domestic appliances,1444,unknown/no savings account,... < 1 year,4,male : single,none,1,building society savings agreement/life insurance,23,none,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",96.26666666666667,1444.0
no checking account,9,existing credits paid back duly till now,radio/television,1980,... < 100 DM,... < 1 year,2,female : divorced/separated/married,co-applicant,2,car or other,19,none,rent,2,skilled employee/official,1,no,yes,0,True,"(18, 30]",220.0,1980.0
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1355,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,4,car or other,25,none,own,1,unskilled - resident,1,yes,yes,0,True,"(18, 30]",56.458333333333336,1355.0
no checking account,12,existing credits paid back duly till now,retraining,1393,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,47,bank,own,3,skilled employee/official,2,yes,yes,1,False,"(40, 50]",116.08333333333333,696.5
no checking account,24,existing credits paid back duly till now,domestic appliances,1376,500 <= ... < 1000 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,1,car or other,28,none,own,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",57.333333333333336,1376.0
no checking account,60,delay in paying off in the past,domestic appliances,15653,... < 100 DM,4 <= ... < 7 years,2,male : single,none,4,car or other,21,none,own,2,skilled employee/official,1,yes,yes,1,True,"(18, 30]",260.8833333333333,15653.0
no checking account,12,existing credits paid back duly till now,domestic appliances,1493,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,3,car or other,34,none,own,1,skilled employee/official,2,no,yes,1,False,"(30, 40]",124.41666666666667,746.5
... < 100 DM,42,delay in paying off in the past,domestic appliances,4370,... < 100 DM,4 <= ... < 7 years,3,male : single,none,2,building society savings agreement/life insurance,26,bank,own,2,skilled employee/official,2,yes,yes,0,True,"(18, 30]",104.04761904761905,2185.0
... < 100 DM,18,existing credits paid back duly till now,retraining,750,... < 100 DM,unemployed,4,female : divorced/separated/married,none,1,real estate,27,none,own,1,unemployed/unskilled - non-resident,1,no,yes,0,True,"(18, 30]",41.666666666666664,750.0
0 <= ... < 200 DM,15,existing credits paid back duly till now,education,1308,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,38,none,own,2,unskilled - resident,1,no,yes,1,False,"(30, 40]",87.2,1308.0
no checking account,15,existing credits paid back duly till now,retraining,4623,100 <= ... < 500 DM,1 <= ... < 4 years,3,male : single,none,2,building society savings agreement/life insurance,40,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,True,"(30, 40]",308.2,4623.0
no checking account,24,critical account/other credits existing,domestic appliances,1851,... < 100 DM,4 <= ... < 7 years,4,male : married/widowed,guarantor,2,car or other,33,none,own,2,skilled employee/official,1,yes,yes,1,False,"(30, 40]",77.125,1851.0
... < 100 DM,18,critical account/other credits existing,domestic appliances,1880,... < 100 DM,4 <= ... < 7 years,4,male : married/widowed,none,1,building society savings agreement/life insurance,32,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(30, 40]",104.44444444444444,1880.0
no checking account,36,delay in paying off in the past,others,7980,unknown/no savings account,... < 1 year,4,male : single,none,4,car or other,27,none,rent,2,skilled employee/official,1,yes,yes,0,True,"(18, 30]",221.66666666666666,7980.0
... < 100 DM,30,no credits taken/all credits paid back duly,radio/television,4583,... < 100 DM,1 <= ... < 4 years,2,male : divorced/separated,guarantor,2,real estate,32,none,own,2,skilled employee/official,1,no,yes,1,False,"(30, 40]",152.76666666666668,4583.0
no checking account,12,existing credits paid back duly till now,car (new),1386,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,building society savings agreement/life insurance,26,none,own,1,skilled employee/official,1,no,yes,0,True,"(18, 30]",115.5,1386.0
... >= 200 DM / salary for at least 1 year,24,existing credits paid back duly till now,car (new),947,... < 100 DM,4 <= ... < 7 years,4,male : single,none,3,unknown/no property,38,bank,for free,1,skilled employee/official,2,no,yes,0,True,"(30, 40]",39.458333333333336,473.5
... < 100 DM,12,existing credits paid back duly till now,retraining,684,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,car or other,40,none,rent,1,unskilled - resident,2,no,yes,0,True,"(30, 40]",57.0,342.0
... < 100 DM,48,existing credits paid back duly till now,retraining,7476,... < 100 DM,4 <= ... < 7 years,4,male : single,none,1,unknown/no property,50,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,False,"(40, 50]",155.75,7476.0
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1922,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,37,none,own,1,unskilled - resident,1,no,yes,0,True,"(30, 40]",160.16666666666666,1922.0
... < 100 DM,24,existing credits paid back duly till now,car (new),2303,... < 100 DM,... >= 7 years,4,male : single,co-applicant,1,real estate,45,none,own,1,skilled employee/official,1,no,yes,0,True,"(40, 50]",95.95833333333333,2303.0
0 <= ... < 200 DM,36,delay in paying off in the past,car (new),8086,100 <= ... < 500 DM,... >= 7 years,2,male : single,none,4,car or other,42,none,own,4,management/self-employed/highly qualified employee/officer,1,yes,yes,0,True,"(40, 50]",224.61111111111111,8086.0
no checking account,24,critical account/other credits existing,car (used),2346,... < 100 DM,4 <= ... < 7 years,4,male : single,none,3,car or other,35,none,own,2,skilled employee/official,1,yes,yes,1,False,"(30, 40]",97.75,2346.0
... < 100 DM,14,existing credits paid back duly till now,car (new),3973,... < 100 DM,unemployed,1,male : single,none,4,unknown/no property,22,none,for free,1,skilled employee/official,1,no,yes,1,False,"(18, 30]",283.7857142857143,3973.0
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),888,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,41,bank,own,1,unskilled - resident,2,no,yes,0,True,"(40, 50]",74.0,444.0
